"item","qty","gross_sales","product_sales","discounts","tax","type","name","purchase_date"
"Teddy with Tote",1,28.45,37.41,-12,2.59,"Teddy with Tote","Teddy with Tote",2024-10-19
"Peach Baby",1,35.56,31.76,0,3.24,"Peach Baby","Peach Baby",2024-10-19
"Apple Baby",1,24.89,32.74,-10.5,2.26,"Apple Baby","Apple Baby",2024-10-19
"Bubu Lala",1,35,46.82,-15,3.18,"Bubu Lala","Bubu Lala",2024-10-19
"Couple - Cat",1,55,50,0,5,"Couple","Cat",2024-10-19
"Bowtie Cat - School Girl",1,50.8,45.38,0,4.62,"Bowtie Cat","School Girl",2024-10-19
"Bubu Lala",1,35.56,46.77,-15,3.23,"Bubu Lala","Bubu Lala",2024-10-19
"Bubu Lala",1,50.8,45.38,0,4.62,"Bubu Lala","Bubu Lala",2024-10-19
"Raws - Furry",1,24.06,47.81,-26.32,2.19,"Raws","Furry",2024-10-19
"Pompom",1,45.72,40.85,0,4.15,"Pompom","Pompom",2024-10-19
"Teddy with Tote",1,28.45,37.41,-12,2.59,"Teddy with Tote","Teddy with Tote",2024-10-19
"Chicken Mama - 2",1,30.48,27.23,0,2.77,"Chicken Mama","2",2024-10-19
"Capybara - Toilet",1,50.8,45.38,0,4.62,"Capybara","Toilet",2024-10-19
"Kuro - Princess",1,45.72,40.84,0,4.16,"Kuro","Princess",2024-10-19
"SP - Hair Clips",1,50.8,45.38,0,4.62,"SP","Hair Clips",2024-10-19
"Halloween - Cheshire Cat",1,12.83,43.83,-32.37,1.17,"Halloween","Cheshire Cat",2024-10-19
"Rabbit - Carrot",1,6.98,34.37,-28.13,0.63,"Rabbit","Carrot",2024-10-19
"Kuro - Ice Cream",1,45.72,40.84,0,4.16,"Kuro","Ice Cream",2024-10-19
"Dor",1,24.89,32.74,-10.5,2.26,"Dor","Dor",2024-10-19
"Rabbit - Ice Cream",1,28.45,37.41,-12,2.59,"Rabbit","Ice Cream",2024-10-19
"Couple - Lucky Cat",1,55.88,49.92,0,5.08,"Couple","Lucky Cat",2024-10-19
"Mel",1,40.64,36.3,0,3.7,"Mel","Mel",2024-10-19
"Dino",1,40.64,36.31,0,3.69,"Dino","Dino",2024-10-19
"Piggy - Birthday",1,28.45,37.41,-12,2.59,"Piggy","Birthday",2024-10-19
"Teddy with Tote",1,40.64,36.3,0,3.7,"Teddy with Tote","Teddy with Tote",2024-10-19
"Capybara - Piggy Hat",1,35.56,46.77,-15,3.23,"Capybara","Piggy Hat",2024-10-19
"Fox - Nine Tailed",1,55.88,49.92,0,5.08,"Fox","Nine Tailed",2024-10-19
"Ducky - Star",1,45.72,40.84,0,4.16,"Ducky","Star",2024-10-19
"Mel",1,40.64,36.31,0,3.69,"Mel","Mel",2024-10-19
"Peach Baby",1,24.89,32.74,-10.5,2.26,"Peach Baby","Peach Baby",2024-10-19
"Rabbit - Ice Cream",1,40.64,36.31,0,3.69,"Rabbit","Ice Cream",2024-10-19
"Cina - Queen",1,31.5,42.14,-13.5,2.86,"Cina","Queen",2024-10-18
"Couple - Lucky Cat",1,55,50,0,5,"Couple","Lucky Cat",2024-10-18
"Dor",1,28,32.45,-7,2.55,"Dor","Dor",2024-10-18
"Halloween - Pumpkin Man",1,50.8,45.38,0,4.62,"Halloween","Pumpkin Man",2024-10-18
"Dom & Terry - Dom - Milk Bottle",1,28.45,37.41,-12,2.59,"Dom & Terry","Dom - Milk Bottle",2024-10-18
"Bowtie Cat - Sailor",1,50.8,45.39,0,4.61,"Bowtie Cat","Sailor",2024-10-18
"SP - Lion Dance",1,60.45,64.5,-10.5,5.5,"SP","Lion Dance",2024-10-18
"Cina - Bowtied",1,38.86,41.47,-6.75,3.53,"Cina","Bowtied",2024-10-18
"Ducky - Star",1,38.86,41.46,-6.75,3.54,"Ducky","Star",2024-10-18
"Halloween - Cheshire Cat",1,38.86,41.47,-6.75,3.53,"Halloween","Cheshire Cat",2024-10-18
"Couple - Resting Bear",1,55.88,49.92,0,5.08,"Couple","Resting Bear",2024-10-18
"Fox - Nine Tailed",1,55.88,49.92,0,5.08,"Fox","Nine Tailed",2024-10-18
"Bowtie Cat - School Girl",1,35.56,46.77,-15,3.23,"Bowtie Cat","School Girl",2024-10-18
"SP - Emperor",1,32,42.09,-13.5,2.91,"SP","Emperor",2024-10-18
"Dim Dim",1,50.8,45.38,0,4.62,"Dim Dim","Dim Dim",2024-10-18
"Fox - Nine Tailed",1,55.88,49.92,0,5.08,"Fox","Nine Tailed",2024-10-18
"Pompom",1,32,42.09,-13.5,2.91,"Pompom","Pompom",2024-10-18
"Capybara - Piggy Hat",1,50.8,45.38,0,4.62,"Capybara","Piggy Hat",2024-10-18
"Puppy",1,28.45,37.42,-12,2.58,"Puppy","Puppy",2024-10-18
"Dor",1,24.89,32.74,-10.5,2.26,"Dor","Dor",2024-10-17
"Dor",1,35.56,31.76,0,3.24,"Dor","Dor",2024-10-17
"Bear Holder - B",1,66.04,59,0,6,"Bear Holder","B",2024-10-17
"Pompom",1,32,42.09,-13.5,2.91,"Pompom","Pompom",2024-10-17
"Rabbit - Strawberry Bag",1,24.89,32.74,-10.5,2.26,"Rabbit","Strawberry Bag",2024-10-17
"Halloween - Bubu Lala",1,50.8,45.38,0,4.62,"Halloween","Bubu Lala",2024-10-17
"Halloween - Cina",1,32,42.09,-13.5,2.91,"Halloween","Cina",2024-10-17
"Capybara - Toilet",1,50.8,45.38,0,4.62,"Capybara","Toilet",2024-10-17
"Totoro",1,32,42.09,-13.5,2.91,"Totoro","Totoro",2024-10-17
"SP - Suit Tie",1,45.72,40.84,0,4.16,"SP","Suit Tie",2024-10-17
"Bowtie Cat - Sailor",1,50.8,45.38,0,4.62,"Bowtie Cat","Sailor",2024-10-16
"Dor - Captain US",1,28.45,37.42,-12,2.58,"Dor","Captain US",2024-10-16
"Teddy with Tote",1,28.45,37.41,-12,2.59,"Teddy with Tote","Teddy with Tote",2024-10-16
"Couple - Resting Bear",1,55.88,49.92,0,5.08,"Couple","Resting Bear",2024-10-16
"Dom & Terry - Dom - Milk Bottle",1,40.64,36.31,0,3.69,"Dom & Terry","Dom - Milk Bottle",2024-10-16
"Dino - Baby Dummy",1,28.45,37.41,-12,2.59,"Dino","Baby Dummy",2024-10-16
"Totoro",1,15.84,43.56,-29.41,1.44,"Totoro","Totoro",2024-10-16
"Kuro - Ice Cream",1,11.08,43.99,-34.09,1.01,"Kuro","Ice Cream",2024-10-16
"Couple - Cat",1,55.88,49.92,0,5.08,"Couple","Cat",2024-10-16
"Halloween - Cina",1,45.72,40.84,0,4.16,"Halloween","Cina",2024-10-16
"Apple Baby",1,24.89,32.74,-10.5,2.26,"Apple Baby","Apple Baby",2024-10-15
"Mel - Bowtied",1,45.72,40.84,0,4.16,"Mel","Bowtied",2024-10-15
"Couple - Resting Bear",1,55.88,49.92,0,5.08,"Couple","Resting Bear",2024-10-15
"Rabbit - Ice Cream",1,40.64,36.31,0,3.69,"Rabbit","Ice Cream",2024-10-15
"Mel",1,34.54,36.86,-6,3.14,"Mel","Mel",2024-10-15
"Puppy",1,34.55,36.86,-6,3.14,"Puppy","Puppy",2024-10-15
"Piggy - Birthday",1,34.54,36.86,-6,3.14,"Piggy","Birthday",2024-10-15
"Couple - Lucky Cat",1,47.5,50.68,-8.25,4.32,"Couple","Lucky Cat",2024-10-15
"Fox - Nine Tailed",1,55.88,49.92,0,5.08,"Fox","Nine Tailed",2024-10-15
"Dor",1,24.89,32.74,-10.5,2.26,"Dor","Dor",2024-10-15
"Piggy - Bathtub",1,28.45,37.42,-12,2.58,"Piggy","Bathtub",2024-10-15
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-10-15
"Mel - Bowtied",2,64.01,84.18,-27,5.82,"Mel","Bowtied",2024-10-15
"Raws - Furry",1,35,46.82,-15,3.18,"Raws","Furry",2024-10-15
"Capybara - Mother & Child",1,60,54.54,0,5.46,"Capybara","Mother & Child",2024-10-15
"Piggy - Bathtub",1,40.64,36.31,0,3.69,"Piggy","Bathtub",2024-10-15
"Couple - Banana",1,39.12,51.44,-16.5,3.56,"Couple","Banana",2024-10-15
"Couple - Resting Bear",1,55.88,49.92,0,5.08,"Couple","Resting Bear",2024-10-15
"Halloween - Cina",1,45.72,40.84,0,4.16,"Halloween","Cina",2024-10-15
"Bubu Lala",1,50.8,45.38,0,4.62,"Bubu Lala","Bubu Lala",2024-10-15
"Halloween - Bubu Lala",1,35,46.82,-15,3.18,"Halloween","Bubu Lala",2024-10-14
"Fox - Nine Tailed",1,47.5,50.68,-8.25,4.32,"Fox","Nine Tailed",2024-10-14
"Halloween - Pumpkin Man",1,50.8,45.38,0,4.62,"Halloween","Pumpkin Man",2024-10-14
"Capybara - Piggy Hat",1,35.56,46.77,-15,3.23,"Capybara","Piggy Hat",2024-10-14
"Halloween - Cina",1,38.86,41.47,-6.75,3.53,"Halloween","Cina",2024-10-14
"Teddy with Tote",1,34.55,36.86,-6,3.14,"Teddy with Tote","Teddy with Tote",2024-10-14
"Larva",1,9.27,34.16,-25.88,0.84,"Larva","Larva",2024-10-14
"Kuro - Clown Hat",1,11.92,43.92,-33.27,1.08,"Kuro","Clown Hat",2024-10-14
"Piggy - Bathtub",1,10.6,39.04,-29.57,0.96,"Piggy","Bathtub",2024-10-14
"Raws - Furry",1,18.91,48.28,-31.38,1.72,"Raws","Furry",2024-10-14
"Fox - Nine Tailed",1,20.8,53.1,-34.52,1.9,"Fox","Nine Tailed",2024-10-14
"Halloween - Pumpkin Man",1,18.92,48.28,-31.38,1.72,"Halloween","Pumpkin Man",2024-10-14
"Couple - Cat",1,55.88,49.92,0,5.08,"Couple","Cat",2024-10-14
"Capybara - Lucky Wish",1,50.8,45.38,0,4.62,"Capybara","Lucky Wish",2024-10-14
"Mel",1,10.21,39.07,-29.95,0.93,"Mel","Mel",2024-10-14
"Raws - Furry",1,18.24,48.34,-32.05,1.66,"Raws","Furry",2024-10-14
"SP - Hair Clips",1,50.8,45.38,0,4.62,"SP","Hair Clips",2024-10-14
"Kuro - King",1,32,42.09,-13.5,2.91,"Kuro","King",2024-10-14
"Halloween - Pumpkin Man",1,50.8,45.38,0,4.62,"Halloween","Pumpkin Man",2024-10-14
"Rabbit - Ice Cream",1,28.45,37.42,-12,2.58,"Rabbit","Ice Cream",2024-10-14
"Pompom",1,45.72,40.85,0,4.15,"Pompom","Pompom",2024-10-14
"Dino - Baby Dummy",1,28.45,37.41,-12,2.59,"Dino","Baby Dummy",2024-10-14
"Bubu Lala",1,50.8,45.38,0,4.62,"Bubu Lala","Bubu Lala",2024-10-13
"Teddy with Tote",1,40,36.36,0,3.64,"Teddy with Tote","Teddy with Tote",2024-10-13
"Cat - Piggy",1,40,36.37,0,3.63,"Cat","Piggy",2024-10-13
"Bear Holder - B",2,132.08,117.99,0,12.01,"Bear Holder","B",2024-10-13
"Rabbit - on Duck",1,45.72,40.84,0,4.16,"Rabbit","on Duck",2024-10-13
"Capybara - Toilet",1,50.8,45.38,0,4.62,"Capybara","Toilet",2024-10-13
"Mel - Bowtied",1,45.72,40.84,0,4.16,"Mel","Bowtied",2024-10-13
"Larva",1,35.56,31.77,0,3.23,"Larva","Larva",2024-10-13
"Cina - Bowtied",1,45.72,40.84,0,4.16,"Cina","Bowtied",2024-10-13
"Puppy",1,40.64,36.31,0,3.69,"Puppy","Puppy",2024-10-13
"Capybara - Mother & Child",1,60.96,54.46,0,5.54,"Capybara","Mother & Child",2024-10-13
"Pompom",1,45.72,40.84,0,4.16,"Pompom","Pompom",2024-10-13
"Fox - Nine Tailed",2,52.94,105.19,-57.89,4.81,"Fox","Nine Tailed",2024-10-13
"Teddy with Tote",2,38.5,76.5,-42.11,3.5,"Teddy with Tote","Teddy with Tote",2024-10-13
"Connan",1,40,36.36,0,3.64,"Connan","Connan",2024-10-13
"Pompom",1,45,40.91,0,4.09,"Pompom","Pompom",2024-10-13
"Piggy - Happy",1,40.64,36.31,0,3.69,"Piggy","Happy",2024-10-13
"Apple Baby",1,35.56,31.77,0,3.23,"Apple Baby","Apple Baby",2024-10-13
"Couple - Lucky Cat",1,55.88,49.92,0,5.08,"Couple","Lucky Cat",2024-10-13
"Mitch - Tiger Hat",1,45,40.91,0,4.09,"Mitch","Tiger Hat",2024-10-13
"Couple - Lucky Cat",1,55.88,49.92,0,5.08,"Couple","Lucky Cat",2024-10-13
"Capybara - Toilet",1,50.8,45.38,0,4.62,"Capybara","Toilet",2024-10-13
"Piggy - Queen",1,40.64,36.31,0,3.69,"Piggy","Queen",2024-10-13
"Pompom",1,45.72,40.84,0,4.16,"Pompom","Pompom",2024-10-13
"Pokemon - Blas Turtle",1,50.8,45.38,0,4.62,"Pokemon","Blas Turtle",2024-10-13
"Kuro - Eclipse",1,45.72,40.84,0,4.16,"Kuro","Eclipse",2024-10-13
"Halloween - Mel",1,45.72,40.85,0,4.15,"Halloween","Mel",2024-10-13
"Apple Baby",1,35,31.82,0,3.18,"Apple Baby","Apple Baby",2024-10-13
"Mel - Bowtied",1,45.72,40.84,0,4.16,"Mel","Bowtied",2024-10-13
"Bowtie Cat",1,50.8,45.38,0,4.62,"Bowtie Cat","Bowtie Cat",2024-10-13
"Cat on Duck",1,45.72,40.84,0,4.16,"Cat on Duck","Cat on Duck",2024-10-13
"Ducky - With Little Bag",1,40.64,36.31,0,3.69,"Ducky","With Little Bag",2024-10-13
"Couple - Resting Bear",1,55.88,49.92,0,5.08,"Couple","Resting Bear",2024-10-12
"Astro Bear",1,50,45.45,0,4.55,"Astro Bear","Astro Bear",2024-10-12
"Astro Bear",1,50,45.45,0,4.55,"Astro Bear","Astro Bear",2024-10-12
"Astro Bear",1,50,45.45,0,4.55,"Astro Bear","Astro Bear",2024-10-12
"Halloween - Mel",1,45.72,40.84,0,4.16,"Halloween","Mel",2024-10-12
"Halloween - Cina",1,45.72,40.84,0,4.16,"Halloween","Cina",2024-10-12
"Dom & Terry - Dom - Milk Bottle",1,40.64,36.31,0,3.69,"Dom & Terry","Dom - Milk Bottle",2024-10-12
"Bowtie Cat - Holder",1,50.8,45.38,0,4.62,"Bowtie Cat","Holder",2024-10-12
"Apple Baby",1,35,31.82,0,3.18,"Apple Baby","Apple Baby",2024-10-12
"Puppy",1,40.64,36.31,0,3.69,"Puppy","Puppy",2024-10-12
"Couple - Cat",1,55.88,49.92,0,5.08,"Couple","Cat",2024-10-12
"Luffy - Luff - on Rock",1,45.72,40.84,0,4.16,"Luffy","Luff - on Rock",2024-10-12
"Ducky - With Little Bag",1,40.64,36.31,0,3.69,"Ducky","With Little Bag",2024-10-12
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-10-12
"Halloween - Bubu Lala",1,50.8,45.38,0,4.62,"Halloween","Bubu Lala",2024-10-12
"Couple - Lucky Cat",1,55.88,49.92,0,5.08,"Couple","Lucky Cat",2024-10-12
"Capybara - Piggy Hat",1,50.8,45.38,0,4.62,"Capybara","Piggy Hat",2024-10-12
"Bowtie Cat - D Hat",1,40.64,36.31,0,3.69,"Bowtie Cat","D Hat",2024-10-12
"Capybara - Toilet",1,50.8,45.38,0,4.62,"Capybara","Toilet",2024-10-12
"SP - Hair Clips",1,50.8,45.38,0,4.62,"SP","Hair Clips",2024-10-12
"Dim Dim",1,50.8,45.38,0,4.62,"Dim Dim","Dim Dim",2024-10-12
"Teddy with Tote",1,40.64,36.3,0,3.7,"Teddy with Tote","Teddy with Tote",2024-10-12
"Dino - Baby Dummy",1,40.64,36.31,0,3.69,"Dino","Baby Dummy",2024-10-12
"Bear Stick - OG",1,45.72,40.85,0,4.15,"Bear Stick","OG",2024-10-12
"Raws - Furry",1,50.8,45.38,0,4.62,"Raws","Furry",2024-10-12
"Couple - Cat",1,55.88,49.92,0,5.08,"Couple","Cat",2024-10-12
"Capybara - Toilet",1,50.8,45.38,0,4.62,"Capybara","Toilet",2024-10-12
"Capybara - Piggy Hat",1,50.8,45.38,0,4.62,"Capybara","Piggy Hat",2024-10-12
"Couple - Cat",1,55.88,49.92,0,5.08,"Couple","Cat",2024-10-12
"Purin",1,45.72,40.85,0,4.15,"Purin","Purin",2024-10-12
"Capybara - Piggy Hat",1,50.8,45.38,0,4.62,"Capybara","Piggy Hat",2024-10-12
"Halloween - Pumpkin Man",1,50.8,45.38,0,4.62,"Halloween","Pumpkin Man",2024-10-12
"Piggy - Queen",1,40.64,36.31,0,3.69,"Piggy","Queen",2024-10-12
"Bear Stick - OG",1,21.66,43.03,-23.68,1.97,"Bear Stick","OG",2024-10-12
"SP - Hair Clips",1,24.06,47.81,-26.32,2.19,"SP","Hair Clips",2024-10-12
"Raws - Furry",1,16,48.55,-34.25,1.45,"Raws","Furry",2024-10-12
"Couple - Resting Bear",1,17.61,53.4,-37.67,1.6,"Couple","Resting Bear",2024-10-12
"Couple - Cat",1,17.61,53.4,-37.67,1.6,"Couple","Cat",2024-10-12
"Kir",2,25.61,77.67,-54.79,2.33,"Kir","Kir",2024-10-12
"Ducky - With Little Bag",1,12.8,38.84,-27.4,1.16,"Ducky","With Little Bag",2024-10-12
"Bubu Lala - Flower",1,14.41,43.69,-30.82,1.31,"Bubu Lala","Flower",2024-10-12
"Mel",1,12.8,38.83,-27.4,1.17,"Mel","Mel",2024-10-12
"Luffy - Luff - on Rock",1,45.72,40.84,0,4.16,"Luffy","Luff - on Rock",2024-10-12
"Piggy - Happy",1,40.64,36.31,0,3.69,"Piggy","Happy",2024-10-12
"Totoro",1,45.72,40.84,0,4.16,"Totoro","Totoro",2024-10-12
"Capybara - Mother & Child",1,60.96,54.46,0,5.54,"Capybara","Mother & Child",2024-10-12
"Peach Baby",1,35.56,31.77,0,3.23,"Peach Baby","Peach Baby",2024-10-11
"Apple Baby",1,35.56,31.77,0,3.23,"Apple Baby","Apple Baby",2024-10-11
"Halloween - Cina",1,38.86,41.47,-6.75,3.53,"Halloween","Cina",2024-10-11
"SP - Hair Clips",2,86.36,92.15,-15,7.85,"SP","Hair Clips",2024-10-11
"Apple Baby",1,30.23,32.25,-5.25,2.75,"Apple Baby","Apple Baby",2024-10-11
"Halloween - Cina",1,45.72,40.84,0,4.16,"Halloween","Cina",2024-10-11
"Strawberry Bear - Balloon",1,45.72,40.85,0,4.15,"Strawberry Bear","Balloon",2024-10-11
"Cat on Duck",1,32,42.09,-13.5,2.91,"Cat on Duck","Cat on Duck",2024-10-11
"Ducky - With Little Bag",1,40.64,36.31,0,3.69,"Ducky","With Little Bag",2024-10-11
"Rabbit - Goggles",1,45.72,40.84,0,4.16,"Rabbit","Goggles",2024-10-11
"Dom & Terry - Dom - Milk Bottle",1,40.64,36.3,0,3.7,"Dom & Terry","Dom - Milk Bottle",2024-10-11
"Couple - Lucky Cat",1,55.88,49.92,0,5.08,"Couple","Lucky Cat",2024-10-10
"Pokemon - Water Turtle",1,45.72,40.84,0,4.16,"Pokemon","Water Turtle",2024-10-10
"Mel",1,40.64,36.31,0,3.69,"Mel","Mel",2024-10-10
"Bowtie Cat - Hugging",1,40.64,36.31,0,3.69,"Bowtie Cat","Hugging",2024-10-10
"Raws - Furry",1,24.06,47.81,-26.32,2.19,"Raws","Furry",2024-10-10
"Totoro",1,21.66,43.03,-23.68,1.97,"Totoro","Totoro",2024-10-10
"Kir",1,34.54,36.86,-6,3.14,"Kir","Kir",2024-10-10
"Halloween - Pumpkin Man",1,43.18,46.07,-7.5,3.93,"Halloween","Pumpkin Man",2024-10-10
"Totoro",1,38.86,41.47,-6.75,3.53,"Totoro","Totoro",2024-10-10
"Luffy - Luff - Pirate Boy",1,38.86,41.47,-6.75,3.53,"Luffy","Luff - Pirate Boy",2024-10-10
"Cat on Duck",1,38.86,41.47,-6.75,3.53,"Cat on Duck","Cat on Duck",2024-10-10
"Lotso holder",1,47.5,50.68,-8.25,4.32,"Lotso holder","Lotso holder",2024-10-10
"Kuro - Princess",1,38.86,41.47,-6.75,3.53,"Kuro","Princess",2024-10-10
"Dor - Headphones",1,50.8,45.38,0,4.62,"Dor","Headphones",2024-10-10
"Ducky - With Little Bag",1,40.64,36.31,0,3.69,"Ducky","With Little Bag",2024-10-10
"Dor",1,15.05,33.63,-20.19,1.37,"Dor","Dor",2024-10-10
"Rabbit - on Duck",1,19.34,43.24,-25.96,1.76,"Rabbit","on Duck",2024-10-10
"Dino - Baby Dummy",1,13.54,38.77,-26.67,1.23,"Dino","Baby Dummy",2024-10-10
"Rabbit - Strawberry Bag",1,11.86,33.92,-23.33,1.08,"Rabbit","Strawberry Bag",2024-10-10
"Couple - Resting Bear",1,55.88,49.92,0,5.08,"Couple","Resting Bear",2024-10-10
"Rabbit - on Duck",1,45.72,40.84,0,4.16,"Rabbit","on Duck",2024-10-10
"Ducky - With Little Bag",1,40.64,36.31,0,3.69,"Ducky","With Little Bag",2024-10-10
"Luffy - Luff - Pirate Boy",1,45.72,40.84,0,4.16,"Luffy","Luff - Pirate Boy",2024-10-10
"Pompom",1,45.72,40.85,0,4.15,"Pompom","Pompom",2024-10-10
"Puppy",1,40.64,36.31,0,3.69,"Puppy","Puppy",2024-10-10
"Mel",1,40.64,36.3,0,3.7,"Mel","Mel",2024-10-10
"Dor - Captain US",1,40.64,36.31,0,3.69,"Dor","Captain US",2024-10-09
"Pompom",1,45.72,40.84,0,4.16,"Pompom","Pompom",2024-10-09
"Halloween - Cina",1,45.72,40.84,0,4.16,"Halloween","Cina",2024-10-09
"Dor",1,35.56,31.77,0,3.23,"Dor","Dor",2024-10-09
"Capybara - Piggy Hat",1,50.8,45.38,0,4.62,"Capybara","Piggy Hat",2024-10-09
"Luffy - Luff - Pirate Boy",1,38.86,41.47,-6.75,3.53,"Luffy","Luff - Pirate Boy",2024-10-09
"Piggy - Queen",1,34.55,36.86,-6,3.14,"Piggy","Queen",2024-10-09
"Couple - Resting Bear",1,55.88,49.92,0,5.08,"Couple","Resting Bear",2024-10-09
"Capybara - Mother & Child",1,60.96,54.46,0,5.54,"Capybara","Mother & Child",2024-10-09
"Capybara - Toilet",1,50.8,45.38,0,4.62,"Capybara","Toilet",2024-10-09
"Halloween - Cheshire Cat",1,45.72,40.84,0,4.16,"Halloween","Cheshire Cat",2024-10-09
"Pat",1,40.64,36.31,0,3.69,"Pat","Pat",2024-10-09
"Couple - Cat",1,55.88,49.92,0,5.08,"Couple","Cat",2024-10-09
"Halloween - Pumpkin Man",1,50.8,45.38,0,4.62,"Halloween","Pumpkin Man",2024-10-08
"Kuro - Clown Hat",1,45.72,40.84,0,4.16,"Kuro","Clown Hat",2024-10-08
"SP - Suit Tie",1,45.72,40.85,0,4.15,"SP","Suit Tie",2024-10-08
"Capybara - Toilet",1,22.58,47.95,-27.78,2.05,"Capybara","Toilet",2024-10-08
"Ducky - With Little Bag",1,18.06,38.36,-22.22,1.64,"Ducky","With Little Bag",2024-10-08
"SP - Hair Clips",1,43.18,46.07,-7.5,3.93,"SP","Hair Clips",2024-10-08
"Bear - Prism",1,50.8,45.38,0,4.62,"Bear","Prism",2024-10-08
"Couple - Loving Bear",1,55.88,49.92,0,5.08,"Couple","Loving Bear",2024-10-08
"SP - Cat",1,45.72,40.84,0,4.16,"SP","Cat",2024-10-08
"Larva - Small B",2,45.9,49.83,-8.1,4.17,"Larva","Small B",2024-10-07
"Mitch - Dragon Hat",1,40.5,41.32,-4.5,3.68,"Mitch","Dragon Hat",2024-10-07
"Teddy with Tote",1,40,36.36,0,3.64,"Teddy with Tote","Teddy with Tote",2024-10-07
"Couple - Cat",1,55,50,0,5,"Couple","Cat",2024-10-07
"Kir",1,40.64,36.31,0,3.69,"Kir","Kir",2024-10-07
"Totoro",1,45.72,40.84,0,4.16,"Totoro","Totoro",2024-10-07
"Mitch - Tiger Hat",1,45.72,40.84,0,4.16,"Mitch","Tiger Hat",2024-10-07
"Ducky - With Little Bag",1,40.64,36.31,0,3.69,"Ducky","With Little Bag",2024-10-07
"Connan",1,40.64,36.31,0,3.69,"Connan","Connan",2024-10-07
"Ninja Pizza - B",1,40.5,41.32,-4.5,3.68,"Ninja Pizza","B",2024-10-07
"Teddy with Tote",1,36,36.73,-4,3.27,"Teddy with Tote","Teddy with Tote",2024-10-07
"Connan",1,40.64,36.31,0,3.69,"Connan","Connan",2024-10-07
"Halloween - Mel",1,45,40.91,0,4.09,"Halloween","Mel",2024-10-07
"Halloween - Cina",1,45,40.91,0,4.09,"Halloween","Cina",2024-10-07
"Kuro - King",1,45.72,40.84,0,4.16,"Kuro","King",2024-10-07
"Pokemon - Water Turtle",1,45.72,40.84,0,4.16,"Pokemon","Water Turtle",2024-10-07
"Halloween - Cheshire Cat",1,45.72,40.85,0,4.15,"Halloween","Cheshire Cat",2024-10-07
"Piggy - Birthday",1,40.64,36.3,0,3.7,"Piggy","Birthday",2024-10-06
"Dor",1,35.56,31.77,0,3.23,"Dor","Dor",2024-10-06
"Dor",1,35.56,31.77,0,3.23,"Dor","Dor",2024-10-06
"Cat on Duck",1,45.72,40.84,0,4.16,"Cat on Duck","Cat on Duck",2024-10-06
"Mel - Bowtied",1,45.72,40.84,0,4.16,"Mel","Bowtied",2024-10-06
"Piggy - Bathtub",1,40.64,36.31,0,3.69,"Piggy","Bathtub",2024-10-06
"Halloween - Cina",1,45.72,40.84,0,4.16,"Halloween","Cina",2024-10-06
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-10-06
"Bear Stick - OG",1,45.72,40.84,0,4.16,"Bear Stick","OG",2024-10-06
"Dor - Fal",1,45.72,40.85,0,4.15,"Dor","Fal",2024-10-06
"Kuro - King",1,45.72,40.84,0,4.16,"Kuro","King",2024-10-06
"Kuro - Clown Hat",1,45.72,40.85,0,4.15,"Kuro","Clown Hat",2024-10-06
"SP - Rabbit Trainer",1,50.8,45.38,0,4.62,"SP","Rabbit Trainer",2024-10-06
"Mitch - Tiger Hat",1,45.72,40.85,0,4.15,"Mitch","Tiger Hat",2024-10-06
"Bear Stick - Heart",1,45.72,40.84,0,4.16,"Bear Stick","Heart",2024-10-06
"Dino - Baby Dummy",1,40.64,36.31,0,3.69,"Dino","Baby Dummy",2024-10-06
"Kuro - Ice Cream",1,45.72,40.84,0,4.16,"Kuro","Ice Cream",2024-10-06
"Halloween - Cheshire Cat",1,45.72,40.84,0,4.16,"Halloween","Cheshire Cat",2024-10-06
"Bubu Lala - Office Man",1,45,40.91,0,4.09,"Bubu Lala","Office Man",2024-10-06
"Kuro - Clown Hat",1,45,40.91,0,4.09,"Kuro","Clown Hat",2024-10-06
"Ducky - Star",1,45.72,40.84,0,4.16,"Ducky","Star",2024-10-06
"Bear Stick - Heart",1,45.72,40.84,0,4.16,"Bear Stick","Heart",2024-10-06
"Mel",1,17.78,38.38,-22.22,1.62,"Mel","Mel",2024-10-06
"Purin",1,20,43.19,-25,1.81,"Purin","Purin",2024-10-06
"Capybara - Piggy Hat",1,22.22,47.98,-27.78,2.02,"Capybara","Piggy Hat",2024-10-06
"Halloween - Mel",1,45.72,40.84,0,4.16,"Halloween","Mel",2024-10-06
"Couple - Avo Duck",1,55.88,49.92,0,5.08,"Couple","Avo Duck",2024-10-06
"Rabbit - Goggles",1,45.72,40.84,0,4.16,"Rabbit","Goggles",2024-10-06
"Bear - Prism",1,50.8,45.38,0,4.62,"Bear","Prism",2024-10-06
"Bear Stick - Heart",1,24.94,42.73,-20.45,2.27,"Bear Stick","Heart",2024-10-06
"Piggy - Happy",1,40.64,36.31,0,3.69,"Piggy","Happy",2024-10-06
"Ducky - Star",1,45.72,40.84,0,4.16,"Ducky","Star",2024-10-06
"Kuro - King",1,45,40.91,0,4.09,"Kuro","King",2024-10-06
"Bowtie Cat - D Hat",1,40.64,36.31,0,3.69,"Bowtie Cat","D Hat",2024-10-06
